No,;Time;Source;Destination;;time 1;time 2;delay;delay 1;delay 2;jitter
12862;107,474819;202,67,42,206;192,168,80,187;;107,474819;107,474839;2E-05;-0,000215;0,000235;0,00045
12863;107,474839;202,67,42,206;192,168,80,187;;107,474839;107,475074;0,000235;-0,000616;0,000851;0,001467
12864;107,475074;192,168,80,187;202,67,42,206;;107,475074;107,475925;0,000851;0,000832;1,9E-05;-0,000813
12865;107,475925;202,67,42,206;192,168,80,187;;107,475925;107,475944;1,9E-05;-0,000255;0,000274;0,000529
12866;107,475944;202,67,42,206;192,168,80,187;;107,475944;107,476218;0,000274;0,000103;0,000171;6,8E-05
12867;107,476218;192,168,80,187;202,67,42,206;;107,476218;107,476389;0,000171;-0,00101;0,001181;0,002191
12868;107,476389;192,168,80,187;202,67,42,206;;107,476389;107,477570;0,001181;0,001159;2,2E-05;-0,001137
12869;107,477570;202,67,42,206;192,168,80,187;;107,477570;107,477592;2,2E-05;8E-06;1,4E-05;6E-06
12870;107,477592;202,67,42,206;192,168,80,187;;107,477592;107,477606;1,4E-05;1E-06;1,3E-05;1,2E-05
12871;107,477606;202,67,42,206;192,168,80,187;;107,477606;107,477619;1,3E-05;-0,000201;0,000214;0,000415
12872;107,477619;202,67,42,206;192,168,80,187;;107,477619;107,477833;0,000214;4,6E-05;0,000168;0,000122
12873;107,477833;192,168,80,187;202,67,42,206;;107,477833;107,478001;0,000168;4,8E-05;0,00012;7,2E-05
12874;107,478001;192,168,80,187;202,67,42,206;;107,478001;107,478121;0,00012;-1E-05;0,00013;0,00014
12875;107,478121;192,168,80,187;202,67,42,206;;107,478121;107,478251;0,00013;-0,000436;0,000566;0,001002
12876;107,478251;192,168,80,187;202,67,42,206;;107,478251;107,478817;0,000566;0,000543;2,3E-05;-0,00052
12877;107,478817;202,67,42,206;192,168,80,187;;107,478817;107,478840;2,3E-05;1E-05;1,3E-05;3E-06
12878;107,478840;202,67,42,206;192,168,80,187;;107,478840;107,478853;1,3E-05;0;1,3E-05;1,3E-05
12879;107,478853;202,67,42,206;192,168,80,187;;107,478853;107,478866;1,3E-05;-1,42109E-14;1,3E-05;1,3E-05
12880;107,478866;202,67,42,206;192,168,80,187;;107,478866;107,478879;1,3E-05;-0,000238;0,000251;0,000489
12881;107,478879;202,67,42,206;192,168,80,187;;107,478879;107,479130;0,000251;-0,000426;0,000677;0,001103
12882;107,479130;192,168,80,187;202,67,42,206;;107,479130;107,479807;0,000677;0,000659;1,8E-05;-0,000641
12883;107,479807;202,67,42,206;192,168,80,187;;107,479807;107,479825;1,8E-05;-0,000185;0,000203;0,000388
12884;107,479825;202,67,42,206;192,168,80,187;;107,479825;107,480028;0,000203;6E-05;0,000143;8,3E-05
12885;107,480028;192,168,80,187;202,67,42,206;;107,480028;107,480171;0,000143;-0,000639;0,000782;0,001421
12886;107,480171;192,168,80,187;202,67,42,206;;107,480171;107,480953;0,000782;0,000782;0;-0,000782
12887;107,480953;202,67,42,206;192,168,80,187;;107,480953;107,480953;0;0;0;0
12888;107,480953;202,67,42,206;192,168,80,187;;107,480953;107,480953;0;-2E-05;2E-05;4E-05
12889;107,480953;202,67,42,206;192,168,80,187;;107,480953;107,480973;2E-05;-0,000183;0,000203;0,000386
12890;107,480973;202,67,42,206;192,168,80,187;;107,480973;107,481176;0,000203;8E-06;0,000195;0,000187
12891;107,481176;192,168,80,187;202,67,42,206;;107,481176;107,481371;0,000195;-0,000649;0,000844;0,001493
12892;107,481371;192,168,80,187;202,67,42,206;;107,481371;107,482215;0,000844;0,000824;2E-05;-0,000804
12893;107,482215;202,67,42,206;192,168,80,187;;107,482215;107,482235;2E-05;8E-06;1,2E-05;4E-06
12894;107,482235;202,67,42,206;192,168,80,187;;107,482235;107,482247;1,2E-05;-0,000195;0,000207;0,000402
12895;107,482247;202,67,42,206;192,168,80,187;;107,482247;107,482454;0,000207;4,1E-05;0,000166;0,000125
12896;107,482454;192,168,80,187;202,67,42,206;;107,482454;107,482620;0,000166;-0,000803;0,000969;0,001772
12897;107,482620;192,168,80,187;202,67,42,206;;107,482620;107,483589;0,000969;0,000949;2E-05;-0,000929
12898;107,483589;202,67,42,206;192,168,80,187;;107,483589;107,483609;2E-05;7E-06;1,3E-05;6E-06
12899;107,483609;202,67,42,206;192,168,80,187;;107,483609;107,483622;1,3E-05;-0,000206;0,000219;0,000425
12900;107,483622;202,67,42,206;192,168,80,187;;107,483622;107,483841;0,000219;-3E-06;0,000222;0,000225
12901;107,483841;192,168,80,187;202,67,42,206;;107,483841;107,484063;0,000222;7,5E-05;0,000147;7,2E-05
12902;107,484063;192,168,80,187;202,67,42,206;;107,484063;107,484210;0,000147;-0,001143;0,00129;0,002433
12903;107,484210;192,168,80,187;202,67,42,206;;107,484210;107,485500;0,00129;0,00127;2E-05;-0,00125
12904;107,485500;202,67,42,206;192,168,80,187;;107,485500;107,485520;2E-05;-0,000215;0,000235;0,00045
12905;107,485520;202,67,42,206;192,168,80,187;;107,485520;107,485755;0,000235;-0,000469;0,000704;0,001173
12906;107,485755;192,168,80,187;202,67,42,206;;107,485755;107,486459;0,000704;0,000686;1,8E-05;-0,000668
12907;107,486459;202,67,42,206;192,168,80,187;;107,486459;107,486477;1,8E-05;-0,000181;0,000199;0,00038
12908;107,486477;202,67,42,206;192,168,80,187;;107,486477;107,486676;0,000199;-0,000714;0,000913;0,001627
12909;107,486676;192,168,80,187;202,67,42,206;;107,486676;107,487589;0,000913;0,000893;2E-05;-0,000873
12910;107,487589;202,67,42,206;192,168,80,187;;107,487589;107,487609;2E-05;-0,004797;0,004817;0,009614
12911;107,487609;202,67,42,206;192,168,80,187;;107,487609;107,492426;0,004817;0,000656;0,004161;0,003505
12912;107,492426;192,168,80,187;202,67,42,206;;107,492426;107,496587;0,004161;0,003883;0,000278;-0,003605
12913;107,496587;202,67,42,206;192,168,80,187;;107,496587;107,496865;0,000278;-0,000624;0,000902;0,001526
12914;107,496865;192,168,80,187;202,67,42,206;;107,496865;107,497767;0,000902;0,000902;0;-0,000902
12915;107,497767;202,67,42,206;192,168,80,187;;107,497767;107,497767;0;0;0;0
12916;107,497767;202,67,42,206;192,168,80,187;;107,497767;107,497767;0;-2,2E-05;2,2E-05;4,4E-05
12917;107,497767;202,67,42,206;192,168,80,187;;107,497767;107,497789;2,2E-05;-0,000198;0,00022;0,000418
12918;107,497789;202,67,42,206;192,168,80,187;;107,497789;107,498009;0,00022;7,7E-05;0,000143;6,6E-05
12919;107,498009;192,168,80,187;202,67,42,206;;107,498009;107,498152;0,000143;1,42109E-14;0,000143;0,000143
12920;107,498152;192,168,80,187;202,67,42,206;;107,498152;107,498295;0,000143;4E-06;0,000139;0,000135
12921;107,498295;192,168,80,187;202,67,42,206;;107,498295;107,498434;0,000139;-0,001282;0,001421;0,002703
12922;107,498434;192,168,80,187;202,67,42,206;;107,498434;107,499855;0,001421;0,001421;0;-0,001421
12923;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,499855;0;0;0;0
12924;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,499855;0;0;0;0
12925;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,499855;0;0;0;0
12926;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,499855;0;0;0;0
12927;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,499855;0;-0,000257;0,000257;0,000514
12928;107,499855;202,67,42,206;192,168,80,187;;107,499855;107,500112;0,000257;9,6E-05;0,000161;6,5E-05
12929;107,500112;192,168,80,187;202,67,42,206;;107,500112;107,500273;0,000161;1,1E-05;0,00015;0,000139
12930;107,500273;192,168,80,187;202,67,42,206;;107,500273;107,500423;0,00015;4E-06;0,000146;0,000142
12931;107,500423;192,168,80,187;202,67,42,206;;107,500423;107,500569;0,000146;-3E-06;0,000149;0,000152
12932;107,500569;192,168,80,187;202,67,42,206;;107,500569;107,500718;0,000149;3,3E-05;0,000116;8,3E-05
12933;107,500718;192,168,80,187;202,67,42,206;;107,500718;107,500834;0,000116;7,2E-05;4,4E-05;-2,8E-05
12934;107,500834;202,67,42,206;192,168,80,187;;107,500834;107,500878;4,4E-05;-0,000152;0,000196;0,000348
12935;107,500878;192,168,80,187;202,67,42,206;;107,500878;107,501074;0,000196;-0,000694;0,00089;0,001584
12936;107,501074;192,168,80,187;202,67,42,206;;107,501074;107,501964;0,00089;0,000694;0,000196;-0,000498
12937;107,501964;202,67,42,206;192,168,80,187;;107,501964;107,502160;0,000196;-0,000716;0,000912;0,001628
12938;107,502160;192,168,80,187;202,67,42,206;;107,502160;107,503072;0,000912;0,000893;1,9E-05;-0,000874
12939;107,503072;202,67,42,206;192,168,80,187;;107,503072;107,503091;1,9E-05;-0,000211;0,00023;0,000441
12940;107,503091;202,67,42,206;192,168,80,187;;107,503091;107,503321;0,00023;-0,000657;0,000887;0,001544
12941;107,503321;192,168,80,187;202,67,42,206;;107,503321;107,504208;0,000887;0,000693;0,000194;-0,000499
12942;107,504208;202,67,42,206;192,168,80,187;;107,504208;107,504402;0,000194;-0,002975;0,003169;0,006144
12943;107,504402;192,168,80,187;202,67,42,206;;107,504402;107,507571;0,003169;0,003169;0;-0,003169
12944;107,507571;202,67,42,206;192,168,80,187;;107,507571;107,507571;0;-2,2E-05;2,2E-05;4,4E-05
12945;107,507571;202,67,42,206;192,168,80,187;;107,507571;107,507593;2,2E-05;1E-05;1,2E-05;2E-06
12946;107,507593;202,67,42,206;192,168,80,187;;107,507593;107,507605;1,2E-05;0;1,2E-05;1,2E-05
12947;107,507605;202,67,42,206;192,168,80,187;;107,507605;107,507617;1,2E-05;-0,000206;0,000218;0,000424
12948;107,507617;202,67,42,206;192,168,80,187;;107,507617;107,507835;0,000218;3,7E-05;0,000181;0,000144
12949;107,507835;192,168,80,187;202,67,42,206;;107,507835;107,508016;0,000181;5,5E-05;0,000126;7,1E-05
12950;107,508016;192,168,80,187;202,67,42,206;;107,508016;107,508142;0,000126;-1,6E-05;0,000142;0,000158
12951;107,508142;192,168,80,187;202,67,42,206;;107,508142;107,508284;0,000142;4E-06;0,000138;0,000134
12952;107,508284;192,168,80,187;202,67,42,206;;107,508284;107,508422;0,000138;-0,000123;0,000261;0,000384
12953;107,508422;192,168,80,187;202,67,42,206;;107,508422;107,508683;0,000261;0,00024;2,1E-05;-0,000219
12954;107,508683;202,67,42,206;192,168,80,187;;107,508683;107,508704;2,1E-05;6E-06;1,5E-05;9E-06
12955;107,508704;202,67,42,206;192,168,80,187;;107,508704;107,508719;1,5E-05;1E-06;1,4E-05;1,3E-05
12956;107,508719;202,67,42,206;192,168,80,187;;107,508719;107,508733;1,4E-05;-0,00094;0,000954;0,001894
12957;107,508733;202,67,42,206;192,168,80,187;;107,508733;107,509687;0,000954;0,000932;2,2E-05;-0,00091
12958;107,509687;202,67,42,206;192,168,80,187;;107,509687;107,509709;2,2E-05;-0,001227;0,001249;0,002476
12959;107,509709;202,67,42,206;192,168,80,187;;107,509709;107,510958;0,001249;0,001089;0,00016;-0,000929
12960;107,510958;192,168,80,187;202,67,42,206;;107,510958;107,511118;0,00016;2,2E-05;0,000138;0,000116
12961;107,511118;192,168,80,187;202,67,42,206;;107,511118;107,511256;0,000138;-0,000947;0,001085;0,002032
12962;107,511256;192,168,80,187;202,67,42,206;;107,511256;107,512341;0,001085;-0,002414;0,003499;0,005913
12963;107,512341;202,67,42,206;192,168,80,187;;107,512341;107,515840;0,003499;0,003499;0;-0,003499
12964;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12965;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12966;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12967;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12968;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12969;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12970;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;0;0;0
12971;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515840;0;-3,7E-05;3,7E-05;7,4E-05
12972;107,515840;202,67,42,206;192,168,80,187;;107,515840;107,515877;3,7E-05;1,6E-05;2,1E-05;5E-06
12973;107,515877;202,67,42,206;192,168,80,187;;107,515877;107,515898;2,1E-05;2,1E-05;0;-2,1E-05
12974;107,515898;202,67,42,206;192,168,80,187;;107,515898;107,515898;0;0;0;0
12975;107,515898;202,67,42,206;192,168,80,187;;107,515898;107,515898;0;-1,9E-05;1,9E-05;3,8E-05
12976;107,515898;202,67,42,206;192,168,80,187;;107,515898;107,515917;1,9E-05;-0,000238;0,000257;0,000495
12977;107,515917;202,67,42,206;192,168,80,187;;107,515917;107,516174;0,000257;9,9E-05;0,000158;5,9E-05
12978;107,516174;192,168,80,187;202,67,42,206;;107,516174;107,516332;0,000158;-1,1E-05;0,000169;0,00018
12979;107,516332;192,168,80,187;202,67,42,206;;107,516332;107,516501;0,000169;2,5E-05;0,000144;0,000119
12980;107,516501;192,168,80,187;202,67,42,206;;107,516501;107,516645;0,000144;-4E-06;0,000148;0,000152
12981;107,516645;192,168,80,187;202,67,42,206;;107,516645;107,516793;0,000148;-1,2E-05;0,00016;0,000172
12982;107,516793;192,168,80,187;202,67,42,206;;107,516793;107,516953;0,00016;3,1E-05;0,000129;9,8E-05
12983;107,516953;192,168,80,187;202,67,42,206;;107,516953;107,517082;0,000129;0,000113;1,6E-05;-9,7E-05
12984;107,517082;202,67,42,206;192,168,80,187;;107,517082;107,517098;1,6E-05;5E-06;1,1E-05;6E-06
12985;107,517098;202,67,42,206;192,168,80,187;;107,517098;107,517109;1,1E-05;5E-06;6E-06;1E-06
12986;107,517109;202,67,42,206;192,168,80,187;;107,517109;107,517115;6E-06;-0,000139;0,000145;0,000284
12987;107,517115;192,168,80,187;202,67,42,206;;107,517115;107,517260;0,000145;6E-06;0,000139;0,000133
12988;107,517260;192,168,80,187;202,67,42,206;;107,517260;107,517399;0,000139;2E-05;0,000119;9,9E-05
12989;107,517399;192,168,80,187;202,67,42,206;;107,517399;107,517518;0,000119;-6,6E-05;0,000185;0,000251
12990;107,517518;192,168,80,187;202,67,42,206;;107,517518;107,517703;0,000185;5,2E-05;0,000133;8,1E-05
12991;107,517703;192,168,80,187;202,67,42,206;;107,517703;107,517836;0,000133;-0,116028;0,116161;0,232189
12992;107,517836;192,168,80,187;202,67,42,206;;107,517836;107,633997;0,116161;0,116161;0;-0,116161
12993;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;0;0;0
12994;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;0;0;0
12995;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;0;0;0
12996;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;0;0;0
12997;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;0;0;0
12998;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,633997;0;-0,000458;0,000458;0,000916
12999;107,633997;202,67,42,206;192,168,80,187;;107,633997;107,634455;0,000458;0,000282;0,000176;-0,000106
13000;107,634455;192,168,80,187;202,67,42,206;;107,634455;107,634631;0,000176;5,1E-05;0,000125;7,4E-05
13001;107,634631;192,168,80,187;202,67,42,206;;107,634631;107,634756;0,000125;-3E-06;0,000128;0,000131
13002;107,634756;192,168,80,187;202,67,42,206;;107,634756;107,634884;0,000128;5,8E-05;7E-05;1,2E-05
13003;107,634884;192,168,80,187;202,67,42,206;;107,634884;107,634954;7E-05;7E-05;0;-7E-05
13004;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,634954;0;0;0;0
13005;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,634954;0;0;0;0
13006;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,634954;0;0;0;0
13007;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,634954;0;0;0;0
13008;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,634954;0;-5,4E-05;5,4E-05;0,000108
13009;107,634954;202,67,42,206;192,168,80,187;;107,634954;107,635008;5,4E-05;5,4E-05;0;-5,4E-05
13010;107,635008;202,67,42,206;192,168,80,187;;107,635008;107,635008;0;0;0;0
13011;107,635008;202,67,42,206;192,168,80,187;;107,635008;107,635008;0;-3E-06;3E-06;6E-06
13012;107,635008;202,67,42,206;192,168,80,187;;107,635008;107,635011;3E-06;6E-06;-3E-06;-9E-06
13013;107,635011;192,168,80,187;202,67,42,206;;107,635011;107,635008;-3E-06;-3E-06;0;3E-06
13014;107,635008;202,67,42,206;192,168,80,187;;107,635008;107,635008;0;-2,2E-05;2,2E-05;4,4E-05
13015;107,635008;202,67,42,206;192,168,80,187;;107,635008;107,635030;2,2E-05;9E-06;1,3E-05;4E-06
13016;107,635030;202,67,42,206;192,168,80,187;;107,635030;107,635043;1,3E-05;-1,42109E-14;1,3E-05;1,3E-05
13017;107,635043;202,67,42,206;192,168,80,187;;107,635043;107,635056;1,3E-05;-0,000263;0,000276;0,000539
13018;107,635056;202,67,42,206;192,168,80,187;;107,635056;107,635332;0,000276;6,4E-05;0,000212;0,000148
13019;107,635332;192,168,80,187;202,67,42,206;;107,635332;107,635544;0,000212;6,7E-05;0,000145;7,8E-05
13020;107,635544;192,168,80,187;202,67,42,206;;107,635544;107,635689;0,000145;7E-06;0,000138;0,000131
13021;107,635689;192,168,80,187;202,67,42,206;;107,635689;107,635827;0,000138;-1,4E-05;0,000152;0,000166
13022;107,635827;192,168,80,187;202,67,42,206;;107,635827;107,635979;0,000152;6,3E-05;8,9E-05;2,6E-05
13023;107,635979;192,168,80,187;202,67,42,206;;107,635979;107,636068;8,9E-05;6,6E-05;2,3E-05;-4,3E-05
13024;107,636068;202,67,42,206;192,168,80,187;;107,636068;107,636091;2,3E-05;2,3E-05;0;-2,3E-05
13025;107,636091;202,67,42,206;192,168,80,187;;107,636091;107,636091;0;-1,4E-05;1,4E-05;2,8E-05
13026;107,636091;202,67,42,206;192,168,80,187;;107,636091;107,636105;1,4E-05;9E-06;5E-06;-4E-06
13027;107,636105;202,67,42,206;192,168,80,187;;107,636105;107,636110;5E-06;-5E-06;1E-05;1,5E-05
13028;107,636110;192,168,80,187;202,67,42,206;;107,636110;107,636120;1E-05;-4E-06;1,4E-05;1,8E-05
13029;107,636120;202,67,42,206;192,168,80,187;;107,636120;107,636134;1,4E-05;-8,9E-05;0,000103;0,000192
13030;107,636134;202,67,42,206;192,168,80,187;;107,636134;107,636237;0,000103;-4,6E-05;0,000149;0,000195
13031;107,636237;192,168,80,187;202,67,42,206;;107,636237;107,636386;0,000149;-1,1E-05;0,00016;0,000171
13032;107,636386;192,168,80,187;202,67,42,206;;107,636386;107,636546;0,00016;-3E-06;0,000163;0,000166
13033;107,636546;192,168,80,187;202,67,42,206;;107,636546;107,636709;0,000163;9E-06;0,000154;0,000145
13034;107,636709;192,168,80,187;202,67,42,206;;107,636709;107,636863;0,000154;3,9E-05;0,000115;7,6E-05
13035;107,636863;192,168,80,187;202,67,42,206;;107,636863;107,636978;0,000115;3,2E-05;8,3E-05;5,1E-05
13036;107,636978;192,168,80,187;202,67,42,206;;107,636978;107,637061;8,3E-05;6,5E-05;1,8E-05;-4,7E-05
13037;107,637061;202,67,42,206;192,168,80,187;;107,637061;107,637079;1,8E-05;7E-06;1,1E-05;4E-06
13038;107,637079;202,67,42,206;192,168,80,187;;107,637079;107,637090;1,1E-05;0;1,1E-05;1,1E-05
13039;107,637090;202,67,42,206;192,168,80,187;;107,637090;107,637101;1,1E-05;5E-06;6E-06;1E-06
13040;107,637101;202,67,42,206;192,168,80,187;;107,637101;107,637107;6E-06;1E-06;5E-06;4E-06
13041;107,637107;192,168,80,187;202,67,42,206;;107,637107;107,637112;5E-06;-0,000106;0,000111;0,000217
13042;107,637112;202,67,42,206;192,168,80,187;;107,637112;107,637223;0,000111;-1,8E-05;0,000129;0,000147
13043;107,637223;192,168,80,187;202,67,42,206;;107,637223;107,637352;0,000129;-2,3E-05;0,000152;0,000175
13044;107,637352;192,168,80,187;202,67,42,206;;107,637352;107,637504;0,000152;-0,000129;0,000281;0,00041
13045;107,637504;192,168,80,187;202,67,42,206;;107,637504;107,637785;0,000281;8E-06;0,000273;0,000265
13046;107,637785;192,168,80,187;202,67,42,206;;107,637785;107,638058;0,000273;0,000264;9E-06;-0,000255
13047;107,638058;202,67,42,206;192,168,80,187;;107,638058;107,638067;9E-06;-3E-06;1,2E-05;1,5E-05
13048;107,638067;192,168,80,187;202,67,42,206;;107,638067;107,638079;1,2E-05;-1E-06;1,3E-05;1,4E-05
13049;107,638079;202,67,42,206;192,168,80,187;;107,638079;107,638092;1,3E-05;0;1,3E-05;1,3E-05
13050;107,638092;202,67,42,206;192,168,80,187;;107,638092;107,638105;1,3E-05;1E-06;1,2E-05;1,1E-05
13051;107,638105;202,67,42,206;192,168,80,187;;107,638105;107,638117;1,2E-05;-8,2E-05;9,4E-05;0,000176
13052;107,638117;202,67,42,206;192,168,80,187;;107,638117;107,638211;9,4E-05;-7,5E-05;0,000169;0,000244
13053;107,638211;192,168,80,187;202,67,42,206;;107,638211;107,638380;0,000169;5,1E-05;0,000118;6,7E-05
13054;107,638380;192,168,80,187;202,67,42,206;;107,638380;107,638498;0,000118;-4E-06;0,000122;0,000126
13055;107,638498;192,168,80,187;202,67,42,206;;107,638498;107,638620;0,000122;5E-06;0,000117;0,000112
13056;107,638620;192,168,80,187;202,67,42,206;;107,638620;107,638737;0,000117;-8E-06;0,000125;0,000133
13057;107,638737;192,168,80,187;202,67,42,206;;107,638737;107,638862;0,000125;-0,000183;0,000308;0,000491
13058;107,638862;192,168,80,187;202,67,42,206;;107,638862;107,639170;0,000308;0,000281;2,7E-05;-0,000254
13059;107,639170;202,67,42,206;192,168,80,187;;107,639170;107,639197;2,7E-05;6E-06;2,1E-05;1,5E-05
13060;107,639197;202,67,42,206;192,168,80,187;;107,639197;107,639218;2,1E-05;-2E-06;2,3E-05;2,5E-05
13061;107,639218;202,67,42,206;192,168,80,187;;107,639218;107,639241;2,3E-05;2E-06;2,1E-05;1,9E-05
13062;107,639241;202,67,42,206;192,168,80,187;;107,639241;107,639262;2,1E-05;1E-06;2E-05;1,9E-05
13063;107,639262;202,67,42,206;192,168,80,187;;107,639262;107,639282;2E-05;-0,000212;0,000232;0,000444
13064;107,639282;202,67,42,206;192,168,80,187;;107,639282;107,639514;0,000232;8,9E-05;0,000143;5,4E-05
13065;107,639514;192,168,80,187;202,67,42,206;;107,639514;107,639657;0,000143;-1E-06;0,000144;0,000145
13066;107,639657;192,168,80,187;202,67,42,206;;107,639657;107,639801;0,000144;-2E-06;0,000146;0,000148
13067;107,639801;192,168,80,187;202,67,42,206;;107,639801;107,639947;0,000146;8E-06;0,000138;0,00013
13068;107,639947;192,168,80,187;202,67,42,206;;107,639947;107,640085;0,000138;-6E-06;0,000144;0,00015
13069;107,640085;192,168,80,187;202,67,42,206;;107,640085;107,640229;0,000144;-0,007001;0,007145;0,014146
13070;107,640229;192,168,80,187;202,67,42,206;;107,640229;107,647374;0,007145;0,007145;0;-0,007145
13071;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;0;0;0
13072;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;0;0;0
13073;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;0;0;0
13074;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;0;0;0
13075;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;0;0;0
13076;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647374;0;-8,4E-05;8,4E-05;0,000168
13077;107,647374;202,67,42,206;192,168,80,187;;107,647374;107,647458;8,4E-05;8,4E-05;0;-8,4E-05
13078;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13079;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13080;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13081;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13082;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13083;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13084;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13085;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13086;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13087;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13088;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13089;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;0;0;0
13090;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647458;0;-5,7E-05;5,7E-05;0,000114
13091;107,647458;202,67,42,206;192,168,80,187;;107,647458;107,647515;5,7E-05;4,3E-05;1,4E-05;-2,9E-05
13092;107,647515;202,67,42,206;192,168,80,187;;107,647515;107,647529;1,4E-05;2E-06;1,2E-05;1E-05
13093;107,647529;202,67,42,206;192,168,80,187;;107,647529;107,647541;1,2E-05;0;1,2E-05;1,2E-05
13094;107,647541;202,67,42,206;192,168,80,187;;107,647541;107,647553;1,2E-05;-1E-05;2,2E-05;3,2E-05
13095;107,647553;202,67,42,206;192,168,80,187;;107,647553;107,647575;2,2E-05;-0,000339;0,000361;0,0007
13096;107,647575;202,67,42,206;192,168,80,187;;107,647575;107,647936;0,000361;0,000172;0,000189;1,7E-05
13097;107,647936;192,168,80,187;202,67,42,206;;107,647936;107,648125;0,000189;5,5E-05;0,000134;7,9E-05
13098;107,648125;192,168,80,187;202,67,42,206;;107,648125;107,648259;0,000134;-2,7E-05;0,000161;0,000188
13099;107,648259;192,168,80,187;202,67,42,206;;107,648259;107,648420;0,000161;0,000161;0;-0,000161
13100;107,648420;192,168,80,187;202,67,42,206;;107,648420;107,648420;0;-0,000143;0,000143;0,000286
13101;107,648420;202,67,42,206;192,168,80,187;;107,648420;107,648563;0,000143;-6E-06;0,000149;0,000155
13102;107,648563;192,168,80,187;202,67,42,206;;107,648563;107,648712;0,000149;-8E-06;0,000157;0,000165
13103;107,648712;192,168,80,187;202,67,42,206;;107,648712;107,648869;0,000157;4,1E-05;0,000116;7,5E-05
13104;107,648869;192,168,80,187;202,67,42,206;;107,648869;107,648985;0,000116;-6E-06;0,000122;0,000128
13105;107,648985;192,168,80,187;202,67,42,206;;107,648985;107,649107;0,000122;-4,3E-05;0,000165;0,000208
13106;107,649107;192,168,80,187;202,67,42,206;;107,649107;107,649272;0,000165;-0,0001;0,000265;0,000365
13107;107,649272;192,168,80,187;202,67,42,206;;107,649272;107,649537;0,000265;0,000125;0,00014;1,5E-05
13108;107,649537;192,168,80,187;202,67,42,206;;107,649537;107,649677;0,00014;2,1E-05;0,000119;9,8E-05
13109;107,649677;192,168,80,187;202,67,42,206;;107,649677;107,649796;0,000119;-4,6E-05;0,000165;0,000211
13110;107,649796;192,168,80,187;202,67,42,206;;107,649796;107,649961;0,000165;2,9E-05;0,000136;0,000107
13111;107,649961;192,168,80,187;202,67,42,206;;107,649961;107,650097;0,000136;-0,00013;0,000266;0,000396
13112;107,650097;192,168,80,187;202,67,42,206;;107,650097;107,650363;0,000266;7,3E-05;0,000193;0,00012
13113;107,650363;192,168,80,187;202,67,42,206;;107,650363;107,650556;0,000193;4,9E-05;0,000144;9,5E-05
13114;107,650556;192,168,80,187;202,67,42,206;;107,650556;107,650700;0,000144;-4,4E-05;0,000188;0,000232
